"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"2018/07/06","®H¨½","O3",3.8,3.7,4,3.6,4.9,2.9,4.9,7.1,14,21,26,30,34,NA,40,38,37,29,26,19,16,13,11,8.8
"2018/07/06","®H¨½","PM10",25,27,27,26,24,30,34,34,29,21,21,17,12,10,12,17,17,12,10,14,20,19,17,19
"2018/07/06","®H¨½","SO2",3.4,1.6,1.5,1.4,1.4,1.9,1.7,1.6,1.4,1.3,1.1,0.9,0.6,0.5,NA,0.6,0.8,0.7,0.8,1.4,1.7,1.6,1.6,1.5
"2018/07/07","®H¨½","CO",0.19,0.17,0.17,0.16,0.15,0.17,0.21,0.22,0.29,0.16,0.12,0.13,0.13,0.14,0.19,0.18,0.17,0.2,0.2,0.19,0.16,0.19,0.2,0.15
"2018/07/07","®H¨½","NOx",10,8.9,9.5,9.2,8.5,8.3,10,10,12,8,5.9,5.7,5.7,5.8,8.4,8.1,9.3,11,11,11,9.5,9.8,9.8,8.1
"2018/07/07","®H¨½","O3",6.3,5,5.5,3.8,4.1,4.8,5.9,8.4,16,26,30,31,34,41,30,33,29,24,22,23,24,22,17,15
"2018/07/07","®H¨½","PM10",22,23,25,28,31,28,24,26,26,21,16,15,16,18,20,16,14,14,13,8,6,7,5,10
"2018/07/07","®H¨½","SO2",1.8,1.8,2,1.7,1.6,1.5,1.7,1.6,1.7,1.6,1.4,1.1,1,0.9,0.8,1,1,0.9,1,1.3,1.3,1.7,1.5,1.5
"2018/07/08","®H¨½","CO",0.14,0.12,0.11,0.11,0.11,0.14,0.19,0.14,0.18,0.14,0.09,0.07,0.1,0.15,0.21,0.25,0.22,0.27,0.4,0.42,0.33,0.32,0.27,0.26
"2018/07/08","®H¨½","NOx",7,7.1,6.9,6.4,6.2,7.7,9.5,8.1,9.1,7.4,5.5,4.8,5.6,7.2,9,11,12,12,19,18,15,14,12,10
"2018/07/08","®H¨½","O3",13,11,11,9.3,9.1,6,7,11,16,25,23,24,29,46,58,52,40,34,21,17,13,9.5,7.7,8.8
"2018/07/08","®H¨½","PM10",17,20,21,19,18,20,19,20,22,19,14,10,10,13,18,29,29,18,18,20,22,29,32,32
"2018/07/08","®H¨½","SO2",1.7,2.3,2.1,1.8,1.7,1.9,2.2,2.2,2.2,1.9,1.6,1.5,1.4,1.3,2.3,4.7,2.2,2.1,2.6,2.8,3.3,3,3,2.8
"2018/07/09","®H¨½","CO",0.27,0.24,0.22,0.22,0.21,0.18,0.22,0.19,0.25,0.22,0.13,0.14,0.14,0.14,0.14,0.19,0.2,0.22,0.25,0.28,0.31,0.28,0.3,0.22
"2018/07/09","®H¨½","NOx",10,9.3,7.6,7.2,6.4,6.1,8.2,7.2,9,8.2,4.8,4.8,4.5,4.5,4.5,6.5,7.2,7.4,9.1,11,13,12,12,9.1
"2018/07/09","®H¨½","O3",7.1,4.8,4.9,5,5.6,6.1,6.5,11,16,27,29,35,42,45,52,66,71,68,58,50,37,30,22,19
"2018/07/09","®H¨½","PM10",29,31,32,31,33,32,30,28,26,25,20,17,16,16,17,22,30,33,30,29,35,38,35,30
"2018/07/09","®H¨½","SO2",2.3,1.9,1.5,1.5,1.3,1.1,1.1,1.2,1.6,1.2,1,0.8,0.6,0.5,0.5,0.9,0.9,1.1,1.4,1.7,1.8,1.5,2,2.1
"2018/07/10","®H¨½","CO",0.2,0.1,0.1,0.09,0.09,0.11,0.15,0.18,0.18,0.22,0.17,0.17,0.21,0.23,0.23,0.22,0.19,0.18,0.18,0.15,0.13,0.15,0.11,0.09
"2018/07/10","®H¨½","NOx",6.1,4,3.8,3.9,3.5,4.2,6,7.3,7.9,8.4,5.5,5.3,5.9,7.3,7.2,7.2,7,7.1,8.9,7.2,6.8,7,6.4,4.9
"2018/07/10","®H¨½","O3",21,22,21,22,22,21,19,19,24,39,46,50,61,72,78,77,64,44,25,20,16,14,13,14
"2018/07/10","®H¨½","PM10",25,23,19,13,13,13,15,15,13,15,23,28,33,38,42,42,39,28,23,27,26,20,13,9
"2018/07/10","®H¨½","SO2",1.9,1.9,1.7,1.4,1.3,1.2,1.2,1.4,1.5,1.9,1.9,1.8,1.7,1.7,1.5,1.5,1.3,1.3,1.9,1.4,1.9,1.8,2,1.7
"2018/07/11","®H¨½","CO",0.08,0.05,0.05,0.04,0.06,0.1,0.14,0.23,0.29,0.25,0.22,0.16,0.13,0.12,NA,NA,0.12,0.15,0.18,0.2,0.18,0.16,0.16,0.14
"2018/07/11","®H¨½","NOx",3.6,3.6,3.3,3.9,4.1,6.9,7,8.2,11,11,8.7,6.7,5.3,4.9,NA,NA,4.2,4.8,6.7,8.3,8.3,7.9,7.5,7
"2018/07/11","®H¨½","O3",15,15,14,13,13,11,15,21,22,19,27,33,40,39,NA,38,39,43,47,44,38,31,24,20
"2018/07/11","®H¨½","PM10",6,10,9,5,5,9,14,20,22,25,24,20,23,26,NA,22,23,24,29,34,38,37,33,34
"2018/07/11","®H¨½","SO2",2,1.6,1.5,1.8,1.6,2,1.7,2,2.4,2.6,3,3.2,2.5,2.2,NA,NA,1.6,1.6,2,2.2,2.5,2.4,2.1,2
"2018/07/12","®H¨½","CO",0.13,0.12,0.11,0.09,0.09,0.09,0.13,0.17,0.2,0.13,0.13,0.13,0.15,0.17,0.16,0.19,0.19,0.23,0.21,0.2,0.18,0.17,0.22,0.2
"2018/07/12","®H¨½","NOx",7,8.1,7.6,5.9,5.8,6,6.9,9.5,11,7.8,7.1,6.4,6.4,8.4,7.6,8.3,8,10,10,11,9.9,9.3,14,12
"2018/07/12","®H¨½","O3",16,14,12,9.7,9.3,9.1,11,11,13,23,30,36,36,36,42,55,65,62,47,36,31,27,16,13
"2018/07/12","®H¨½","PM10",35,36,36,31,26,24,20,22,29,29,27,26,24,22,22,23,27,34,35,31,28,27,27,28
"2018/07/12","®H¨½","SO2",2,2,2.1,1.8,1.7,1.7,1.7,2.2,2.4,2.4,2.8,2.4,2.2,2,2.1,2.4,2.3,2.3,2.2,2.4,2.4,2.5,4.3,3.3
"2018/07/13","®H¨½","CO",0.17,0.17,0.19,0.17,0.18,0.18,0.25,0.27,0.25,0.2,0.16,0.15,0.22,0.29,0.32,0.33,0.22,0.21,0.25,0.31,0.35,0.3,0.29,0.28
"2018/07/13","®H¨½","NOx",11,8.1,8.8,8,8.8,8,10,11,9.6,8,5.9,5,6.5,9.3,10,12,8.9,7.4,8.4,13,13,11,14,13
"2018/07/13","®H¨½","O3",9.3,10,6.1,5.3,4,5.3,6.6,14,25,40,43,40,59,70,65,51,44,38,35,25,16,18,9.4,8.1
"2018/07/13","®H¨½","PM10",31,31,25,29,34,33,33,29,30,30,26,21,20,30,36,36,29,19,20,25,26,31,32,28
"2018/07/13","®H¨½","SO2",2.4,1.9,2.7,2.1,2.4,1.9,2,1.9,2.1,1.9,1.5,1,1.2,1.3,2.7,3.3,1.6,1.2,1.6,2,2,2.4,3.2,2.9
"2018/07/14","®H¨½","CO",0.26,0.21,0.2,0.17,0.15,0.16,0.24,0.21,0.2,NA,NA,0.12,0.14,0.15,0.17,0.25,0.34,0.31,0.37,0.43,0.49,0.42,0.38,0.32
"2018/07/14","®H¨½","NOx",11,7.8,9.3,8.3,7.6,7.9,11,10,8.8,9.3,6.5,4.8,5,6,5.9,7.4,13,9.2,12,14,16,14,12,10
"2018/07/14","®H¨½","O3",7.8,8.6,5.6,6.4,6.9,6.2,7,10,19,30,38,37,40,49,58,67,62,50,54,41,30,22,15,19
"2018/07/14","®H¨½","PM10",25,23,23,27,25,21,25,26,21,21,18,15,17,19,24,34,42,38,35,44,48,42,38,36
"2018/07/14","®H¨½","SO2",2.5,2,2.4,2.6,1.9,1.4,1.8,1.5,1.5,1.4,1.2,0.8,0.6,0.6,0.8,1.2,1.1,1,2.3,2.1,1.9,1.8,1.9,2.1
"2018/07/15","®H¨½","CO",0.3,0.25,0.18,0.18,0.18,0.17,0.19,0.21,0.24,0.33,0.31,0.19,0.16,0.16,0.2,0.27,0.29,0.31,0.36,0.46,0.4,0.37,0.37,0.27
"2018/07/15","®H¨½","NOx",9.9,7.7,6,6,5.8,6.1,6.6,6.7,8.8,10,11,6.4,5.3,4.6,5.1,8.1,7.3,7.9,9.2,13,11,10,10,8.7
"2018/07/15","®H¨½","O3",12,13,12,11,11,11,12,15,16,23,34,37,38,37,49,63,76,76,71,54,47,36,24,20
"2018/07/15","®H¨½","PM10",35,34,27,23,25,23,19,19,22,26,32,29,21,21,24,30,43,54,58,63,67,66,55,44
"2018/07/15","®H¨½","SO2",1.6,1.3,1.2,0.9,1,0.8,0.8,0.8,1.3,1.3,1.4,1,0.7,0.5,0.4,0.5,1,1.1,1.1,1.1,1.3,1.5,1.4,1.3
"2018/07/16","®H¨½","CO",0.23,0.18,0.17,0.15,0.14,0.13,0.25,0.19,0.29,0.26,0.18,0.2,NA,0.28,0.23,0.25,0.31,0.37,0.37,0.4,0.46,0.47,0.39,0.3
"2018/07/16","®H¨½","NOx",6.3,5.7,5.6,5.6,6,5.6,11,7.9,10,9.6,7,NA,NA,6.6,5.2,5.4,6.3,8.3,9.2,11,13,13,12,7.9
"2018/07/16","®H¨½","O3",21,19,18,16,12,17,11,17,28,46,43,39,59,66,56,62,77,82,79,69,52,39,31,29
"2018/07/16","®H¨½","PM10",35,28,26,24,24,20,21,23,24,32,33,NA,37,41,42,40,46,59,65,67,66,65,60,53
"2018/07/16","®H¨½","SO2",1.7,1.6,1.5,1.3,1.3,1.2,1.6,1.5,1.6,1.7,1.4,1,NA,1.4,1.3,1.3,1.8,2.3,2.3,2.4,2.8,3,3.2,2.9
"2018/07/17","®H¨½","CO",0.3,0.27,0.24,0.23,0.21,0.24,0.3,0.37,0.37,0.29,0.27,0.15,0.1,0.11,0.38,0.41,0.42,0.61,0.63,0.67,0.67,0.65,0.55,0.29
"2018/07/17","®H¨½","NOx",9.8,9,8.7,8.6,9.3,9.2,11,12,12,7.1,7.4,6,4.2,3.5,6.9,8.7,8.9,13,17,18,16,15,13,9.6
"2018/07/17","®H¨½","O3",19,14,12,9.5,6.8,8.2,11,20,36,53,51,25,16,21,106,119,118,121,102,88,67,56,42,17
"2018/07/17","®H¨½","PM10",52,44,36,32,27,28,36,42,43,44,43,33,16,8,41,79,87,93,93,86,85,84,76,51
"2018/07/17","®H¨½","SO2",3.3,2.4,2.2,2,1.9,2.1,2.2,2.5,2.7,2.1,1.9,1.3,0.9,0.9,2.3,2.8,3.2,4.9,6.1,6.5,3.9,4.1,3.9,2.7
"2018/07/18","®H¨½","CO",0.39,0.31,0.3,0.31,0.24,0.33,0.35,0.34,0.43,0.22,0.19,0.18,0.17,0.19,0.22,0.25,0.3,0.35,0.4,0.39,0.39,0.35,0.33,0.33
"2018/07/18","®H¨½","NOx",11,9.2,8.9,9,11,12,15,14,17,8.1,6.3,6,5.5,7.4,12,12,10,11,15,14,13,12,11,11
"2018/07/18","®H¨½","O3",25,26,22,23,13,13,10,17,32,45,47,45,47,52,65,84,97,89,76,65,55,50,42,31
"2018/07/18","®H¨½","PM10",40,47,42,43,37,37,43,36,40,41,32,33,35,34,34,38,46,54,59,58,51,47,45,46
"2018/07/18","®H¨½","SO2",2.9,2,1.7,1.8,1.7,2.3,2,2,2.5,1.8,1.4,1,0.7,0.6,0.6,1,1.2,1.7,1.8,1.5,1.5,2,2.3,2.1
"2018/07/19","®H¨½","CO",0.28,0.26,0.25,0.24,0.22,0.24,0.27,0.29,0.32,0.18,0.17,0.17,0.24,0.21,0.26,0.23,0.2,0.24,0.32,0.32,0.29,0.26,0.23,0.22
"2018/07/19","®H¨½","NOx",9.8,7.4,7.2,8.2,7.3,8.1,11,11,11,6.1,5.2,5,6.4,6.5,7.4,8,7.3,8.7,11,11,10,9,8.5,8.9
"2018/07/19","®H¨½","O3",27,23,21,18,18,15,12,16,30,42,41,45,71,73,90,75,58,51,42,36,40,37,33,26
"2018/07/19","®H¨½","PM10",45,40,43,41,33,32,32,37,39,32,25,24,31,35,44,48,40,31,34,37,32,32,32,32
"2018/07/19","®H¨½","SO2",2.7,2.2,2,2.8,1.9,1.7,1.8,2.2,2,1.7,1.5,1.3,1.3,1,1.7,1.6,1.3,1.1,1.4,1.5,1.8,1.9,2.1,2.2
"2018/07/20","®H¨½","CO",0.2,0.18,0.15,0.15,0.15,0.18,0.21,0.27,0.21,0.25,0.15,0.13,0.15,0.17,0.18,0.21,0.22,0.2,0.24,0.3,0.31,0.3,0.27,0.2
"2018/07/20","®H¨½","NOx",7.3,8.7,7.4,6.8,6.6,8,9.5,12,9.5,8.8,6.8,5.3,5.9,6.9,6.6,8.5,10,9.4,10,12,12,11,12,9.7
"2018/07/20","®H¨½","O3",22,15,16,16,17,12,12,15,27,38,40,43,49,61,61,52,56,56,49,41,33,30,23,25
"2018/07/20","®H¨½","PM10",33,28,27,33,31,25,28,29,28,30,28,24,24,27,30,29,32,32,31,33,35,37,38,37
"2018/07/20","®H¨½","SO2",2.3,2.5,2,1.9,1.9,2.1,2.2,2.6,2.6,2.4,2.2,1.7,1.7,1.7,1.6,1.6,2.1,2.2,2.3,2.3,2.4,2.7,3.2,3
"2018/07/21","®H¨½","CO",0.2,0.21,0.19,0.18,0.18,0.16,0.17,0.15,0.16,0.15,0.14,0.16,0.21,0.23,0.2,0.24,0.2,0.27,0.29,0.32,0.24,0.23,0.21,0.18
"2018/07/21","®H¨½","NOx",9.3,9.7,9.6,9,9.4,8.1,8.7,7.2,7.2,7.3,6.3,7.2,7.7,9.2,7.9,9.3,9.7,13,12,16,13,11,9.8,8.1
"2018/07/21","®H¨½","O3",21,18,16,19,12,20,22,31,39,45,44,46,63,72,74,57,38,32,29,15,16,13,10,10
"2018/07/21","®H¨½","PM10",35,36,33,31,34,34,31,27,23,22,21,21,25,33,37,34,30,23,21,21,23,21,20,20
"2018/07/21","®H¨½","SO2",2.2,1.7,1.7,1.2,1.5,1,1.4,0.9,1,0.8,0.7,0.7,1,0.8,0.8,0.5,0.5,0.8,1.1,2,2.2,1.9,2,1.6
"2018/07/22","®H¨½","CO",0.16,0.13,0.17,0.15,0.14,0.15,0.19,0.23,0.23,0.22,0.14,0.15,0.15,0.17,0.19,0.21,0.22,0.3,0.29,0.25,0.23,0.22,0.15,0.11
"2018/07/22","®H¨½","NOx",7.9,6.6,7.4,8,8,8.7,11,12,12,9.5,5.8,5.9,6.3,6.8,7.9,8.4,9.2,12,14,12,11,10,7.5,6.6
"2018/07/22","®H¨½","O3",9.5,8.7,6.7,6.6,5.7,6.7,5.8,8.2,15,28,39,37,37,40,38,40,43,39,31,22,12,10,15,15
"2018/07/22","®H¨½","PM10",23,23,20,22,23,26,29,26,24,24,24,22,21,20,17,21,26,28,27,23,18,17,16,9
"2018/07/22","®H¨½","SO2",1.4,1.7,1.8,1.9,1.6,2.2,2.8,2.3,2.2,2.1,1.7,1.3,1.2,1.2,1.1,1.3,1.3,1.3,2.7,1.7,1.7,2.1,1.9,1.5
"2018/07/23","®H¨½","CO",0.1,0.11,0.11,0.1,0.11,0.12,0.15,0.22,0.27,0.21,0.18,0.15,0.16,0.19,0.19,0.19,0.22,0.29,0.27,0.35,0.32,0.32,0.27,0.22
"2018/07/23","®H¨½","NOx",5.7,4.7,4.3,4.1,4.8,5.7,5.8,8.8,15,9.7,7.2,5.1,4.2,4.8,5.7,5.6,6.6,9.3,9.2,12,12,12,9.2,9.4
"2018/07/23","®H¨½","O3",15,15,13,14,13,11,11,9.8,10,18,33,42,49,59,58,59,57,46,40,34,30,23,18,15
"2018/07/23","®H¨½","PM10",9,9,9,14,14,13,13,12,19,21,20,27,33,31,27,28,34,33,27,27,24,24,27,28
"2018/07/23","®H¨½","SO2",2.1,1.8,1.7,1.7,2.1,1.6,1.8,2,3.2,2.7,2.5,2.1,1.9,1.7,1.6,1.6,1.6,1.8,1.8,2.3,3.1,3.2,3.6,5.1
"2018/07/24","®H¨½","CO",0.22,0.21,0.19,0.18,0.18,0.2,0.23,0.23,0.21,0.17,0.14,0.14,0.13,0.13,NA,0.21,0.18,0.23,0.24,0.26,0.26,0.23,0.19,0.18
"2018/07/24","®H¨½","NOx",7.6,9.2,8.5,6.5,7.7,7.2,9.1,8.9,8.1,5.4,4.8,4.5,4.4,4.5,NA,9.5,9.4,11,13,13,12,10,8.9,8.9
"2018/07/24","®H¨½","O3",11,7.1,6.3,8.1,5.1,8,8.3,14,24,35,38,39,41,46,NA,37,33,31,26,22,20,16,16,13
"2018/07/24","®H¨½","PM10",30,32,31,30,32,33,32,33,32,30,26,26,27,28,NA,18,17,15,13,11,9,12,16,18
"2018/07/24","®H¨½","SO2",3,2,2.3,1.7,1.8,1.8,1.9,1.8,1.8,1.5,1.2,1.1,1,0.8,NA,1,1,1.2,1.4,1.8,2.2,2.3,2.3,2.5
"2018/07/25","®H¨½","CO",0.15,0.17,0.15,0.14,0.14,0.16,0.23,0.28,0.26,0.22,0.15,0.12,0.15,0.19,0.26,0.32,0.23,0.28,0.34,0.31,0.32,0.29,0.25,0.25
"2018/07/25","®H¨½","NOx",7.2,10,8.1,6.3,7.1,7.9,11,13,12,10,5.8,5.3,5.7,6.9,9.6,12,10,12,14,13,12,11,10,10
"2018/07/25","®H¨½","O3",14,9.2,9.2,9.9,8.6,7.3,7.5,11,17,29,30,29,41,51,52,69,48,36,27,22,16,13,14,9.1
"2018/07/25","®H¨½","PM10",18,17,19,21,20,18,21,22,21,23,18,17,19,21,28,44,45,27,25,26,26,24,22,21
"2018/07/25","®H¨½","SO2",2.2,2.7,1.8,1.5,1.7,1.5,2.3,2,2.1,1.9,1.6,1.3,1.3,1.2,1.4,3,1.6,1.5,1.9,1.9,2,2.3,2.4,2.5
"2018/07/26","®H¨½","CO",0.2,0.19,0.19,0.18,0.2,0.22,0.31,0.25,0.27,0.24,0.2,0.2,0.21,0.25,0.31,0.34,0.33,0.35,0.35,0.35,0.27,0.3,0.26,0.23
"2018/07/26","®H¨½","NOx",8.6,7.4,7.2,9,8.7,8.8,12,10,11,9.5,7.6,5.6,6,6.2,8.6,11,14,14,14,12,13,11,10,9.6
"2018/07/26","®H¨½","O3",10,9.4,8.3,6.2,5.4,6.2,6.8,11,14,26,35,46,52,67,89,94,79,59,50,43,23,26,18,14
"2018/07/26","®H¨½","PM10",25,23,20,26,28,22,24,27,30,28,23,26,31,38,50,63,63,53,45,41,40,38,33,32
"2018/07/26","®H¨½","SO2",2.1,1.8,1.7,2.5,1.8,1.5,1.9,1.6,1.9,1.7,1.6,1.3,1.3,1.2,1.7,3.9,5.1,3.8,2.8,1.6,1.8,1.7,1.9,1.9
"2018/07/27","®H¨½","CO",0.22,0.19,0.15,0.14,0.14,0.17,0.28,0.29,0.34,0.3,0.16,0.17,0.31,0.33,0.34,0.24,0.29,0.26,0.33,0.31,0.24,0.25,0.26,0.24
"2018/07/27","®H¨½","NOx",12,11,8,6.4,6.5,6.8,11,14,13,12,6.1,6.3,9.5,12,13,11,11,12,16,15,12,12,11,11
"2018/07/27","®H¨½","O3",4.5,6.2,18,20,17,14,10,14,23,37,41,51,71,70,69,54,41,38,29,23,21,24,20,16
"2018/07/27","®H¨½","PM10",34,32,23,16,22,24,22,25,31,36,34,38,41,36,41,44,35,26,21,18,17,20,21,21
"2018/07/27","®H¨½","SO2",2.2,2.8,2.3,2.1,1.8,1.7,2.7,2.8,2.8,3,2.3,2.4,3.9,2.4,2.6,2.1,1.8,2.1,2.2,2.4,2.5,2.7,2.6,2.5
"2018/07/28","®H¨½","CO",0.2,0.21,0.18,0.18,0.18,0.21,0.24,0.24,0.22,0.23,0.18,0.17,0.18,0.23,0.24,0.26,0.23,0.23,0.25,0.36,0.38,0.35,0.32,0.32
"2018/07/28","®H¨½","NOx",9.3,8.5,6.8,6.5,6.8,7.7,8.5,8.6,9,9.3,6.7,6.2,6.5,8.3,8,9.4,9.2,9.8,10,18,19,16,14,15
"2018/07/28","®H¨½","O3",14,13,15,12,11,9.2,9.9,14,18,29,38,40,50,72,75,67,62,53,45,27,20,19,16,14
"2018/07/28","®H¨½","PM10",21,23,22,23,26,26,29,30,26,23,22,21,23,32,40,39,36,33,32,37,40,34,32,33
"2018/07/28","®H¨½","SO2",2.1,1.9,1.6,1.4,1.3,1.7,1.5,1.5,1.6,1.6,1.4,1.4,1.3,1.6,2.5,3.4,1.9,1.3,2.4,6,5.9,4.8,4.4,6
"2018/07/29","®H¨½","CO",0.28,0.15,0.12,0.12,0.13,0.14,0.17,0.22,0.2,0.15,0.16,0.14,0.13,0.13,0.14,0.15,0.16,0.17,0.16,0.21,0.19,0.24,0.19,0.14
"2018/07/29","®H¨½","NOx",13,6.9,5.1,5.2,5.5,6,7.7,8.7,7.8,5.2,5.6,5,4.7,4.9,5.2,5.6,5.9,7.4,6.7,9.6,8.7,9.9,8.3,6.9
"2018/07/29","®H¨½","O3",13,25,32,27,21,16,16,17,25,39,44,43,41,43,50,53,61,53,47,39,35,27,26,25
"2018/07/29","®H¨½","PM10",32,25,17,16,16,19,26,31,31,30,30,25,20,20,22,23,29,32,31,29,26,31,33,29
"2018/07/29","®H¨½","SO2",4.5,2.6,2,1.8,1.8,1.9,2.1,2.2,2.3,2.2,2.2,1.6,1.6,1.4,1.5,1.5,1.8,2.2,2.4,3,2.8,2.6,2.5,2.3
"2018/07/30","®H¨½","CO",0.11,0.13,0.1,0.1,0.11,0.14,0.18,0.21,0.2,0.15,0.14,0.13,0.12,0.13,0.14,0.14,0.14,0.18,0.19,0.2,0.2,0.23,0.19,0.18
"2018/07/30","®H¨½","NOx",5.7,6.4,5.4,6,6.3,6.8,8.3,9.2,9.1,7.1,6.1,5,4.7,5.2,5.6,5.6,5.8,8.1,9.3,10,9.8,11,10,10
"2018/07/30","®H¨½","O3",22,18,21,19,17,12,11,12,19,31,34,36,38,44,53,57,54,45,38,32,29,21,18,15
"2018/07/30","®H¨½","PM10",27,28,26,21,22,26,27,29,26,22,22,19,15,17,24,24,26,29,27,26,27,24,22,25
"2018/07/30","®H¨½","SO2",2,1.3,1.3,1.5,1.7,1.5,2.1,1.6,1.8,1.7,1.6,1.2,1.1,1,1.1,1,1,1.4,1.7,1.8,1.8,2.4,2.2,2.7
"2018/07/31","®H¨½","CO",0.16,0.17,0.16,0.17,0.16,0.2,0.24,0.25,0.23,0.22,0.16,0.14,0.13,0.12,0.14,0.15,0.15,0.18,0.19,0.27,0.3,0.26,0.26,0.2
"2018/07/31","®H¨½","NOx",9.6,8.8,9,8.4,7.4,8.4,9.2,9.4,9.2,8.7,6.7,6.5,5.8,5.5,5.8,6.6,6.4,7.2,8.2,11,14,12,14,9.4
"2018/07/31","®H¨½","O3",13,11,11,10,8,7.4,11,13,18,24,31,34,39,44,47,56,54,47,42,34,23,24,15,17
"2018/07/31","®H¨½","PM10",27,28,26,28,30,28,29,32,31,29,26,19,16,16,17,24,28,28,28,29,31,35,33,29
"2018/07/31","®H¨½","SO2",2.2,1.9,2.1,1.7,1.4,1.4,1.6,1.5,1.6,1.7,1.4,1.2,1,0.9,0.9,0.9,0.9,1.2,1.3,1.7,2.3,2.4,3.1,2.3
"2018/08/01","®H¨½","CO",0.19,0.16,0.14,0.12,0.12,0.13,0.13,0.16,0.2,0.2,0.15,0.14,0.12,0.12,0.12,0.11,0.13,0.15,0.17,0.21,0.24,0.15,0.11,0.11
"2018/08/01","®H¨½","NOx",9.7,8.3,7.2,6.6,6.1,6.9,7,8.6,10,10,8,5.7,5.1,5,5.1,5.1,6.1,6.7,7.8,11,14,8.1,5.7,4.9
"2018/08/01","®H¨½","O3",15,13,12,14,13,14,14,13,16,26,43,48,47,52,56,53,50,48,44,36,25,30,38,36
"2018/08/01","®H¨½","PM10",30,28,24,24,25,25,23,21,24,30,30,27,22,24,27,23,22,26,29,29,31,30,25,19
"2018/08/01","®H¨½","SO2",1.8,2.3,2,1.7,1.7,1.6,1.5,1.7,1.8,2.3,2.1,1.8,1.4,1.3,1.3,1.2,1.2,1.4,1.8,1.9,2.5,2.2,1.8,1.7
"2018/08/02","®H¨½","CO",0.11,0.14,0.15,0.15,0.14,0.18,0.21,0.23,0.25,0.17,0.16,0.15,0.14,0.13,0.14,0.14,0.15,0.24,0.17,0.21,0.27,0.22,0.19,0.18
"2018/08/02","®H¨½","NOx",5.2,5.4,5.8,5.9,5.7,7.2,9,8.3,11,5.9,5.3,4.5,3.8,3.7,3.6,4.5,4.8,10,6.8,8.3,11,11,9.6,8.9
"2018/08/02","®H¨½","O3",27,21,14,13,13,9.3,9,14,18,34,37,35,40,40,35,38,49,36,36,32,25,19,20,16
"2018/08/02","®H¨½","PM10",20,25,25,23,23,27,30,29,29,27,23,22,21,18,NA,16,16,18,16,13,15,20,21,20
"2018/08/02","®H¨½","SO2",2.2,1.8,2.4,2.1,2.1,2.4,2.4,2.4,3.1,2.4,2.2,1.9,1.7,1.7,1.6,1.6,1.6,1.7,1.7,2.2,2.4,2.9,3,3.1
"2018/08/03","®H¨½","CO",0.18,0.15,0.15,0.14,0.14,0.16,0.23,0.25,0.26,0.19,0.14,0.12,0.12,0.15,0.18,0.25,0.21,0.33,0.26,0.37,0.36,0.39,0.28,0.26
"2018/08/03","®H¨½","NOx",8.3,8,7.7,7,7,7.7,11,11,13,9.5,6.3,4.6,4.4,8.2,11,17,12,17,12,17,17,20,14,15
"2018/08/03","®H¨½","O3",14,14,9,8.5,7.9,6.3,6.6,10,15,26,30,31,33,30,25,19,21,14,17,9.3,5,3.1,3.2,2.5
"2018/08/03","®H¨½","PM10",21,20,16,18,21,21,22,24,26,25,20,15,15,16,19,17,14,17,13,15,25,25,25,25
"2018/08/03","®H¨½","SO2",2.1,2.3,2,1.9,1.8,1.8,2.1,2.4,2.7,2.2,1.8,1.6,1.4,1.3,1.8,2.1,2.1,2.5,2.4,2.9,3.3,3.8,3.9,3.9
"2018/08/04","®H¨½","CO",0.22,0.2,0.18,0.17,0.17,0.18,0.25,0.27,0.29,0.18,0.14,0.13,0.12,0.13,0.13,0.13,0.21,0.38,0.21,0.3,0.28,0.27,0.25,0.24
"2018/08/04","®H¨½","NOx",12,12,9.9,10,11,11,17,16,15,9.6,7.3,5.9,5.7,5.9,5.9,5.8,8.3,18,9.7,14,13,10,9.9,11
"2018/08/04","®H¨½","O3",2.2,2,2.4,2.1,1.9,3.1,3.3,6.2,12,23,29,30,30,41,42,40,51,34,33,23,19,20,16,11
"2018/08/04","®H¨½","PM10",24,25,26,24,24,26,32,32,29,27,20,14,11,14,17,13,21,34,22,11,19,20,20,21
"2018/08/04","®H¨½","SO2",2.2,2.2,1.4,1.3,1.6,1.2,2.6,2.4,2,1.3,0.9,0.5,0.3,0.2,0,-0.1,0.5,3,0.3,0.7,1.3,1.2,1.3,1.3
"2018/08/05","®H¨½","CO",0.21,0.2,0.17,0.17,0.17,0.18,0.2,0.17,0.17,0.15,0.13,0.12,0.16,0.22,0.18,0.17,0.22,0.2,0.29,0.26,0.26,0.27,0.22,0.19
"2018/08/05","®H¨½","NOx",11,7.2,7.6,7.4,6.6,7.6,8.1,7.8,7,5.1,4.2,4.4,5.8,7.1,7,7.9,12,12,13,15,15,13,11,8.2
"2018/08/05","®H¨½","O3",10,9.9,7.1,6.3,7.2,5.3,7.5,9.3,20,30,32,36,46,64,47,39,30,27,26,18,14,11,10,12
"2018/08/05","®H¨½","PM10",21,22,26,25,24,28,26,25,26,24,19,15,14,18,17,13,15,20,20,19,25,28,28,25
"2018/08/05","®H¨½","SO2",2.1,1.6,1.9,1.9,1.3,1.3,1.2,1.2,1.3,1,0.8,0.7,1,1.7,0.8,0.7,1.1,1.5,1.6,1.7,2.2,2,2.2,2
